order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,completeness,consistency,validity,accuracy,final_label, notes 
482e206fff82661add35d3aeab19fd93,22751df9d8e0530108d0997313791666,delivered,14/7/2018 15:26,17/7/2018 7:31,18/7/2018 15:16,23/7/2018 14:26,1/8/2018 0:00, 1 ,1 ,0,0 ,0 , Too long approval time 
e3667abef962f425cb19e50231a2456f,b89b378dc7f617c4024bd5479571e099,delivered,17/2/2018 15:04,20/2/2018 7:06,20/2/2018 18:57,22/3/2018 23:51,15/3/2018 0:00, 1 ,0 ,0, 1 ,0 , Too long approval time 
bbb0e248cd5ad3480165a7ed356a9d1b,438fcfe9666d1e6d343db1a978811313,delivered,30/4/2018 12:06,3/5/2018 3:53,4/5/2018 11:24,5/5/2018 18:03,16/5/2018 0:00, 1 ,1 ,0, 1 ,1 ,
68fac48a2dd22ab289df2ce0a499dcab,2cd4fd79fa21cdab9cc8a7de105555ac,delivered,9/9/2017 19:36,12/9/2017 5:32,15/9/2017 18:35,26/9/2017 19:07,4/10/2017 0:00, 1 ,1 ,0,0 ,0 , Too long approval time 
68fac48a2dd22ab289df2ce0a499dcab,2cd4fd79fa21cdab9cc8a7de105555ac,delivered,9/9/2017 19:36,12/9/2017 5:32,15/9/2017 18:35,26/9/2017 19:07,4/10/2017 0:00, 1 ,1 ,0,0 ,0 , Too long approval time 
cab08f0417a702d0f4782ec02356a4ac,f4b4417d306cbf8c55ea65c89d0261f7,delivered,30/9/2017 18:54,3/10/2017 4:28,3/10/2017 18:54,30/10/2017 12:37,1/11/2017 0:00, 1 ,1 ,0, 1 ,1 ,
d43ec367e36ab5844465e6127f159862,aca5529c3c611cc45b4907b4046e4bd1,delivered,1/7/2017 20:25,4/7/2017 4:44,6/7/2017 6:23,14/7/2017 18:53,2/8/2017 0:00, 1 ,1 ,0, 1 ,1 ,
e548f19535ce3b22126e497bcc5d6e16,d564beb5fac0483631d916413f96e666,delivered,15/7/2017 22:45,18/7/2017 5:55,18/7/2017 20:46,21/7/2017 16:57,28/7/2017 0:00, 1 ,1 ,0, 1 ,1 ,
5fbb36c2e55d34d7799cb74e65d73a62,cba7df91cfb5b29a0e92be5fb93b5e55,delivered,3/7/2018 9:09,5/7/2018 16:04,4/7/2018 10:54,9/7/2018 17:12,20/7/2018 0:00, 1 ,0 ,0, 1 ,0 , Too long approval time 
05f24644b8019e68652b4216a5a5e956,f54d85c1e85a1f5d17c500a699b2ccc2,delivered,22/4/2018 12:44,24/4/2018 18:40,24/4/2018 23:04,30/4/2018 19:52,18/5/2018 0:00, 1 ,1 ,0, 1 ,1 ,
96ed1598c0605903e3a112a907f54700,25a3a47970e525f12550605082758b98,delivered,18/11/2017 22:11,21/11/2017 4:06,22/11/2017 16:57,30/11/2017 23:58,7/12/2017 0:00, 1 ,1 ,0,0 ,0 , Too long approval time 
96ed1598c0605903e3a112a907f54700,25a3a47970e525f12550605082758b98,delivered,18/11/2017 22:11,21/11/2017 4:06,22/11/2017 16:57,30/11/2017 23:58,7/12/2017 0:00, 1 ,1 ,0,0 ,0 , Too long approval time 
4bd03dd6a8e45ca2f88013cf71bd22f8,28010f664ab68f8a7a67b4d249f46291,delivered,13/1/2018 21:44,16/1/2018 3:34,16/1/2018 23:42,25/1/2018 16:12,15/2/2018 0:00, 1 ,1 ,0,0 ,0 , Too long approval time 
4bd03dd6a8e45ca2f88013cf71bd22f8,28010f664ab68f8a7a67b4d249f46291,delivered,13/1/2018 21:44,16/1/2018 3:34,16/1/2018 23:42,25/1/2018 16:12,15/2/2018 0:00, 1 ,1 ,0,0 ,0 , Too long approval time 
fd52bb09b1cce1fa4ecbb721e934727f,0c70d21dbd94ee2062ab588e53a9cfd9,delivered,3/7/2018 12:42,5/7/2018 16:32,5/7/2018 14:18,7/7/2018 17:32,23/7/2018 0:00, 1 ,0 ,0, 1 ,0 , Too long approval time 
0094bd07f49fed90209ffa62d1ef26d6,de0c1a4d8c367c58d66e61dfa379f4cf,delivered,1/5/2018 2:04,3/5/2018 4:12,10/5/2018 19:19,16/5/2018 21:12,14/5/2018 0:00, 1 ,0 ,0, 1 ,0 , Too long approval time 
f4501c0e013275ff49c4a0c3d16c50ee,377f47be1e40177751881844802d210e,delivered,23/3/2017 0:48,25/3/2017 2:11,8/4/2017 3:26,5/5/2017 17:05,27/4/2017 0:00, 1 ,0 ,0,0 ,0 , Too long approval time 
f4501c0e013275ff49c4a0c3d16c50ee,377f47be1e40177751881844802d210e,delivered,23/3/2017 0:48,25/3/2017 2:11,8/4/2017 3:26,5/5/2017 17:05,27/4/2017 0:00, 1 ,0 ,0,0 ,0 , Too long approval time 
f4501c0e013275ff49c4a0c3d16c50ee,377f47be1e40177751881844802d210e,delivered,23/3/2017 0:48,25/3/2017 2:11,8/4/2017 3:26,5/5/2017 17:05,27/4/2017 0:00, 1 ,0 ,0,0 ,0 , Too long approval time 
0651c427722f910d3a2238dca1975fcc,ba441b699aeb3bb9afd7ec9c732ec617,delivered,4/12/2017 22:28,6/12/2017 22:33,7/12/2017 18:39,14/12/2017 11:14,29/12/2017 0:00, 1 ,1 ,0, 1 ,1 ,
7fd8bee2cb90a93904966af3fa39ff3a,ef514bcda50ae5f53d2cf47b150a2b52,delivered,23/11/2017 19:17,25/11/2017 19:14,28/11/2017 14:29,1/12/2017 19:48,13/12/2017 0:00, 1 ,1 ,1, 1 ,1 ,
d2292ff2201e74c5db154d1b7ae68cbb,53a400fdb22676639e4cbf33197e2a6e,delivered,4/10/2016 16:05,6/10/2016 15:59,21/10/2016 14:23,3/11/2016 10:08,24/11/2016 0:00, 1 ,1 ,1,0 ,1 ,
d2292ff2201e74c5db154d1b7ae68cbb,53a400fdb22676639e4cbf33197e2a6e,delivered,4/10/2016 16:05,6/10/2016 15:59,21/10/2016 14:23,3/11/2016 10:08,24/11/2016 0:00, 1 ,1 ,1,0 ,1 ,
d2292ff2201e74c5db154d1b7ae68cbb,53a400fdb22676639e4cbf33197e2a6e,delivered,4/10/2016 16:05,6/10/2016 15:59,21/10/2016 14:23,3/11/2016 10:08,24/11/2016 0:00, 1 ,1 ,1,0 ,1 ,
108d1dab6908b5fcb9c922549a9c2265,e8fbd74f42c4e548ab08885971cceaff,delivered,4/12/2017 0:00,5/12/2017 21:58,13/12/2017 22:32,10/1/2018 18:10,4/1/2018 0:00, 1 ,0 ,1, 1 ,1 ,
13e22fa9743822ef30f7e3bdcfff69ee,5771758fad047028c6b772fe0adffced,delivered,22/7/2018 14:04,24/7/2018 11:31,25/7/2018 12:57,28/7/2018 16:39,31/7/2018 0:00, 1 ,1 ,1,0 ,1 ,
13e22fa9743822ef30f7e3bdcfff69ee,5771758fad047028c6b772fe0adffced,delivered,22/7/2018 14:04,24/7/2018 11:31,25/7/2018 12:57,28/7/2018 16:39,31/7/2018 0:00, 1 ,1 ,1,0 ,1 ,
986dfd5411cb5a65f3fe024bdb0d0745,0d0d6e3ef1bb0fc138cc892552ece941,shipped,3/7/2018 19:59,5/7/2018 16:05,4/7/2018 14:15,,20/8/2018 0:00,1 ,0 ,1,1 ,1 ,
abb76549f54fa02e04e1d3da5e8f3cce,84f8e654b54b0c3a65c2ff7f08ac14e1,delivered,7/11/2017 11:34,9/11/2017 4:31,9/11/2017 16:22,14/11/2017 23:03,6/12/2017 0:00, 1 ,1 ,1, 1 ,1 ,
9a7fc3b0802afc9b2b46c1e2f323a738,c3860745545e4c4f20c349a4dac765a5,delivered,19/7/2018 11:12,21/7/2018 3:30,24/7/2018 13:58,31/7/2018 18:22,16/8/2018 0:00, 1 ,1 ,1,0 ,1 ,
9a7fc3b0802afc9b2b46c1e2f323a738,c3860745545e4c4f20c349a4dac765a5,delivered,19/7/2018 11:12,21/7/2018 3:30,24/7/2018 13:58,31/7/2018 18:22,16/8/2018 0:00, 1 ,1 ,1,0 ,1 ,
e105d0f5799042c758b417e6dce2c3a5,c329c0883d4e70ebb322ddf77e68fecb,delivered,9/8/2017 12:30,11/8/2017 4:26,14/8/2017 21:12,25/8/2017 18:05,31/8/2017 0:00, 1 ,1 ,1,0 ,1 ,
e105d0f5799042c758b417e6dce2c3a5,c329c0883d4e70ebb322ddf77e68fecb,delivered,9/8/2017 12:30,11/8/2017 4:26,14/8/2017 21:12,25/8/2017 18:05,31/8/2017 0:00, 1 ,1 ,1,0 ,1 ,
1f1eea532cdd1978a4a9438a5373ebca,e192295a80bc140473d53f22afc589f4,delivered,17/6/2018 12:33,19/6/2018 4:16,20/6/2018 13:56,22/6/2018 16:18,3/7/2018 0:00, 1 ,1 ,1,0 ,1 ,
1f1eea532cdd1978a4a9438a5373ebca,e192295a80bc140473d53f22afc589f4,delivered,17/6/2018 12:33,19/6/2018 4:16,20/6/2018 13:56,22/6/2018 16:18,3/7/2018 0:00, 1 ,1 ,1,0 ,1 ,
589538510b70bdc85d8879920b71bcd0,15d87bc44fdf6834f3ce6ed170fbe473,delivered,23/4/2017 17:13,25/4/2017 8:15,27/4/2017 11:08,8/5/2017 9:23,18/5/2017 0:00, 1 ,1 ,1,0 ,1 ,
589538510b70bdc85d8879920b71bcd0,15d87bc44fdf6834f3ce6ed170fbe473,delivered,23/4/2017 17:13,25/4/2017 8:15,27/4/2017 11:08,8/5/2017 9:23,18/5/2017 0:00, 1 ,1 ,1,0 ,1 ,
8cbffbe81b61eeb7a472f618013b69f6,f35cbd980d07fb0425ade64df5ac1cff,delivered,5/11/2017 16:29,7/11/2017 7:30,9/11/2017 20:51,22/11/2017 13:16,1/12/2017 0:00, 1 ,1 ,1, 1 ,1 ,
1fc147ecded099d8acf876cfaf66f731,ec7234ad72696a39eb528dc1720a962f,delivered,18/6/2018 11:55,20/6/2018 2:37,4/7/2018 11:37,24/7/2018 21:48,7/8/2018 0:00, 1 ,1 ,1,0 ,1 ,
1fc147ecded099d8acf876cfaf66f731,ec7234ad72696a39eb528dc1720a962f,delivered,18/6/2018 11:55,20/6/2018 2:37,4/7/2018 11:37,24/7/2018 21:48,7/8/2018 0:00, 1 ,1 ,1,0 ,1 ,
2ff04f721a0ccf086506b4ba443d924a,4e2c2516338a95c5199f59106b5c79c3,delivered,12/8/2018 13:52,14/8/2018 4:24,14/8/2018 15:34,17/8/2018 22:20,24/8/2018 0:00, 1 ,1 ,1,0 ,1 ,
2ff04f721a0ccf086506b4ba443d924a,4e2c2516338a95c5199f59106b5c79c3,delivered,12/8/2018 13:52,14/8/2018 4:24,14/8/2018 15:34,17/8/2018 22:20,24/8/2018 0:00, 1 ,1 ,1,0 ,1 ,
80128feb8f15a7ebaa8371aa0a718604,35026c49c3db4516456765fc5df0bcff,delivered,14/2/2018 17:52,16/2/2018 7:55,16/2/2018 20:59,26/2/2018 18:22,7/3/2018 0:00, 1 ,1 ,1,0 ,1 ,
80128feb8f15a7ebaa8371aa0a718604,35026c49c3db4516456765fc5df0bcff,delivered,14/2/2018 17:52,16/2/2018 7:55,16/2/2018 20:59,26/2/2018 18:22,7/3/2018 0:00, 1 ,1 ,1,0 ,1 ,
32fdcc586467aa637465758e27c36f6c,f9db12713a1ee58b8ecbfef4943a95d6,delivered,13/8/2017 14:22,15/8/2017 3:50,16/8/2017 17:04,29/8/2017 18:05,11/9/2017 0:00, 1 ,1 ,1, 1 ,1 ,
0e0b2c3867ebecdb54f64e443e7f1921,8cb3cf719a82ef35da063198b29ae4a3,delivered,6/11/2017 14:37,8/11/2017 3:50,10/11/2017 20:28,23/11/2017 15:04,30/11/2017 0:00, 1 ,1 ,1,0 ,1 ,
0e0b2c3867ebecdb54f64e443e7f1921,8cb3cf719a82ef35da063198b29ae4a3,delivered,6/11/2017 14:37,8/11/2017 3:50,10/11/2017 20:28,23/11/2017 15:04,30/11/2017 0:00, 1 ,1 ,1,0 ,1 ,
06c9d7fdab61bfa60de3edd9ec99a28b,8445054b3aa0f68751e0f1ce5af349e8,delivered,3/4/2018 14:13,5/4/2018 2:27,6/4/2018 23:44,14/4/2018 0:26,27/4/2018 0:00, 1 ,1 ,1, 1 ,1 ,
fb35078c4e6b1e02054bbc697aea411f,1ad3986272341934a66dc1ba2f26c752,delivered,25/2/2018 17:01,27/2/2018 4:31,27/2/2018 21:13,16/3/2018 13:36,28/3/2018 0:00, 1 ,1 ,1,0 ,1 ,
fb35078c4e6b1e02054bbc697aea411f,1ad3986272341934a66dc1ba2f26c752,delivered,25/2/2018 17:01,27/2/2018 4:31,27/2/2018 21:13,16/3/2018 13:36,28/3/2018 0:00, 1 ,1 ,1,0 ,1 ,
b76e1e63723d846f3382683973908122,39d556e9b4d5082c7dce489e24aa7163,delivered,18/7/2018 18:25,20/7/2018 5:05,20/7/2018 15:02,25/7/2018 16:52,3/8/2018 0:00, 1 ,1 ,1,0 ,1 ,
b76e1e63723d846f3382683973908122,39d556e9b4d5082c7dce489e24aa7163,delivered,18/7/2018 18:25,20/7/2018 5:05,20/7/2018 15:02,25/7/2018 16:52,3/8/2018 0:00, 1 ,1 ,1,0 ,1 ,
029de66f2ffa0e793ca2aad5e304a748,af36102025fd8041e660558de504dade,delivered,4/3/2018 17:04,6/3/2018 3:35,8/3/2018 21:16,20/3/2018 11:56,27/3/2018 0:00, 1 ,1 ,1, 1 ,1 ,
24b438f705e768756df250d282036292,d1c425b2df58e8d9c491e705299eb8f6,delivered,23/4/2018 8:41,24/4/2018 19:08,30/4/2018 13:52,14/5/2018 21:34,21/5/2018 0:00, 1 ,1 ,1,0 ,1 ,
24b438f705e768756df250d282036292,d1c425b2df58e8d9c491e705299eb8f6,delivered,23/4/2018 8:41,24/4/2018 19:08,30/4/2018 13:52,14/5/2018 21:34,21/5/2018 0:00, 1 ,1 ,1,0 ,1 ,
2b9fcc0b86e42aaa05818596c7d9299a,95ac0014a9d1cd441615173651fa0a1d,delivered,16/11/2017 17:00,18/11/2017 2:49,21/11/2017 22:35,1/12/2017 21:29,18/12/2017 0:00, 1 ,1 ,1,0 ,1 ,
2b9fcc0b86e42aaa05818596c7d9299a,95ac0014a9d1cd441615173651fa0a1d,delivered,16/11/2017 17:00,18/11/2017 2:49,21/11/2017 22:35,1/12/2017 21:29,18/12/2017 0:00, 1 ,1 ,1,0 ,1 ,
2b9fcc0b86e42aaa05818596c7d9299a,95ac0014a9d1cd441615173651fa0a1d,delivered,16/11/2017 17:00,18/11/2017 2:49,21/11/2017 22:35,1/12/2017 21:29,18/12/2017 0:00, 1 ,1 ,1,0 ,1 ,
23c9d37f66d443b16767321d11d70821,c0c87406b399231a6da7f06fa1a14c8d,delivered,16/1/2018 16:45,18/1/2018 2:12,20/1/2018 0:14,29/1/2018 21:08,6/2/2018 0:00, 1 ,1 ,1,0 ,1 ,
23c9d37f66d443b16767321d11d70821,c0c87406b399231a6da7f06fa1a14c8d,delivered,16/1/2018 16:45,18/1/2018 2:12,20/1/2018 0:14,29/1/2018 21:08,6/2/2018 0:00, 1 ,1 ,1,0 ,1 ,
24dbd92c00bc26dd90a7bbd90f070517,16c196b91e10e2022aadf70716c6049b,delivered,14/9/2017 17:36,16/9/2017 2:50,19/9/2017 20:20,13/10/2017 21:17,11/10/2017 0:00, 1 ,0 ,1,0 ,0 , Duplicate order id 
24dbd92c00bc26dd90a7bbd90f070517,16c196b91e10e2022aadf70716c6049b,delivered,14/9/2017 17:36,16/9/2017 2:50,19/9/2017 20:20,13/10/2017 21:17,11/10/2017 0:00, 1 ,0 ,1,0 ,0 , Duplicate order id 
4e5a9a16a51f946e82d4922064b9bd96,2e552907be728e91fb7033c374a4facc,delivered,29/3/2018 14:03,30/3/2018 23:07,2/4/2018 22:38,11/4/2018 19:42,18/4/2018 0:00, 1 ,1 ,1, 1 ,1 ,
e7d942c97ee9fd9ff765a96b3f34c48a,444a1621608ff176511eeb4776a7fb9d,delivered,2/7/2017 19:40,4/7/2017 4:45,5/7/2017 15:16,18/7/2017 12:18,21/7/2017 0:00, 1 ,1 ,1, 1 ,1 ,
95a7461400781a93765157b8f5fa2b6a,3887ca56ecb04770a526eeb6898db6b9,delivered,22/2/2017 17:50,24/2/2017 2:42,24/2/2017 15:27,9/3/2017 5:26,27/3/2017 0:00, 1 ,1 ,1, 1 ,1 ,
709e7bb6791d4380ca6db3451e9e6a68,dc1de95ecee234f733b2ea358c00cc01,delivered,27/8/2017 19:48,29/8/2017 4:25,29/8/2017 20:17,31/8/2017 22:37,15/9/2017 0:00, 1 ,1 ,1,0 ,1 ,
709e7bb6791d4380ca6db3451e9e6a68,dc1de95ecee234f733b2ea358c00cc01,delivered,27/8/2017 19:48,29/8/2017 4:25,29/8/2017 20:17,31/8/2017 22:37,15/9/2017 0:00, 1 ,1 ,1,0 ,1 ,
709e7bb6791d4380ca6db3451e9e6a68,dc1de95ecee234f733b2ea358c00cc01,delivered,27/8/2017 19:48,29/8/2017 4:25,29/8/2017 20:17,31/8/2017 22:37,15/9/2017 0:00, 1 ,1 ,1,0 ,1 ,
d82ef777bb562af6d9a927bd6f3e7357,a0ed1a42e302ac466ddda7c0496b928a,delivered,10/9/2017 20:14,12/9/2017 4:45,15/9/2017 19:02,21/9/2017 22:12,28/9/2017 0:00, 1 ,1 ,1,0 ,1 ,
d82ef777bb562af6d9a927bd6f3e7357,a0ed1a42e302ac466ddda7c0496b928a,delivered,10/9/2017 20:14,12/9/2017 4:45,15/9/2017 19:02,21/9/2017 22:12,28/9/2017 0:00, 1 ,1 ,1,0 ,1 ,
d864a779606f422a7afe050dd25d7209,9b2cf59573a725de29e6527c1e123a4b,delivered,27/6/2017 18:19,29/6/2017 2:50,30/6/2017 12:32,6/7/2017 13:42,21/7/2017 0:00, 1 ,1 ,1, 1 ,1 ,
6ee77fd090a49ec9c4e15bd1a94e100e,d24a0f00aa18133811d0aa666da75ff6,delivered,23/3/2017 17:44,25/3/2017 2:15,7/4/2017 15:15,12/4/2017 12:39,26/4/2017 0:00, 1 ,1 ,1,0 ,1 ,
6ee77fd090a49ec9c4e15bd1a94e100e,d24a0f00aa18133811d0aa666da75ff6,delivered,23/3/2017 17:44,25/3/2017 2:15,7/4/2017 15:15,12/4/2017 12:39,26/4/2017 0:00, 1 ,1 ,1,0 ,1 ,
838263e3f79563bccd736531aec2a915,933ef27e887c4f3e10f90ff8b4f187f6,delivered,28/11/2017 18:18,30/11/2017 2:25,30/11/2017 20:03,11/12/2017 20:14,21/12/2017 0:00, 1 ,1 ,1,0 ,1 ,
838263e3f79563bccd736531aec2a915,933ef27e887c4f3e10f90ff8b4f187f6,delivered,28/11/2017 18:18,30/11/2017 2:25,30/11/2017 20:03,11/12/2017 20:14,21/12/2017 0:00, 1 ,1 ,1,0 ,1 ,
e3e5126cb05e7c16dd2ef864271fa8e6,f28ff42f4a3d29ba87737305a4d73212,delivered,2/8/2017 18:32,4/8/2017 2:30,7/8/2017 20:11,14/8/2017 20:45,25/8/2017 0:00, 1 ,1 ,1, 1 ,1 ,
d70b7dce9b527096fbd9e4d0e54ab451,e3a899173e31bdf2f8f721a58cfbc0bf,delivered,9/5/2017 20:21,11/5/2017 3:56,11/5/2017 10:39,5/6/2017 15:32,9/6/2017 0:00, 1 ,1 ,1,0 ,1 ,
d70b7dce9b527096fbd9e4d0e54ab451,e3a899173e31bdf2f8f721a58cfbc0bf,delivered,9/5/2017 20:21,11/5/2017 3:56,11/5/2017 10:39,5/6/2017 15:32,9/6/2017 0:00, 1 ,1 ,1,0 ,1 ,
