order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
54b7ba0e3a2e8a0f9f68011432a52575,dd9a99a98bd9d0fb502fefdd2b6eed39,delivered,2018-01-15 18:58:23,2018-01-15 19:09:51,2018-01-18 18:13:19,2018-02-03 16:33:12,2018-02-06 00:00:00
941b2fd26e5b95866e364344706f66c0,990e231928ac749b44d8826008cb048b,delivered,2017-08-23 10:36:41,2017-08-24 03:06:24,2017-08-29 19:22:49,2017-09-14 22:17:00,2017-10-04 00:00:00
919f7b191b8ebc3ee9ab62e05ae3b2bb,53516cee27cdbecaa1d122f5ae9a2507,delivered,2017-11-22 11:09:39,2017-11-22 11:18:17,2017-12-01 15:11:50,2017-12-08 23:47:00,2017-12-20 00:00:00
b84c178bc4308555f74ed9cdf3a38193,22a1be4f281a33941e88bc790cfb60a6,delivered,2018-01-25 11:03:37,2018-01-25 11:12:33,2018-01-29 19:24:48,2018-02-07 18:36:54,2018-02-22 00:00:00
3198a007090c3a630beb0fe82d14a0c6,134224848047da7d93f50ce13565f1d1,delivered,2017-05-24 20:02:36,2017-05-25 02:50:19,2017-05-25 09:27:11,2017-06-01 13:15:43,2017-06-27 00:00:00
c374e19bcd2d8e8ea40c216011e8b254,8c20aad00d2f654343fc7d190048235b,delivered,2017-11-30 08:58:59,2017-11-30 09:08:31,2017-12-04 21:54:38,2017-12-05 12:45:01,2017-12-19 00:00:00
fa8161b19b784110a75dfd84c5c63b1a,5c5ca003c071d601217cee768b2a4b28,delivered,2017-05-07 12:01:10,2017-05-07 13:05:42,2017-05-09 07:46:00,2017-05-13 11:56:58,2017-06-02 00:00:00
e2ae0065226927a2f9a53f2f05b12c72,17e8bd2e948117e1412cada1efec067a,delivered,2018-07-02 20:31:39,2018-07-05 16:14:52,2018-07-17 10:28:00,2018-07-24 00:21:52,2018-07-27 00:00:00
8c2a426cd8a3c5fbe7d79b4696a5d20b,642e3b504a61c1898bf061f0d48dae51,delivered,2018-03-17 23:06:17,2018-03-17 23:27:44,2018-03-20 16:11:43,2018-03-21 17:13:25,2018-04-02 00:00:00
ff1a118ab3b997d4c3f8ffad8e6734b8,2e784ffd9a6730c4637b4d1f088f9172,delivered,2017-06-15 09:34:03,2017-06-15 09:45:16,2017-06-16 14:09:41,2017-07-05 14:17:46,2017-07-10 00:00:00
729efff80ae9b31f5435169b08c8bf8a,a1b34e0298e44c75495c32a71bca8949,delivered,2018-03-06 09:51:17,2018-03-06 10:09:41,2018-03-08 00:05:27,2018-03-15 17:08:35,2018-03-23 00:00:00
07b9e5abd7254b1a85eb14ad3a1117e5,b503f68026d2399428f2e96529c73635,delivered,2017-10-09 08:10:30,2017-10-09 08:23:28,2017-10-10 23:12:51,2017-10-19 21:26:57,2017-10-25 00:00:00
227f6b7df58413c52832b11ec24b30a1,ada4af8902da278c18ba8834a1c1faf4,delivered,2018-05-30 22:27:55,2018-05-30 22:55:19,2018-06-01 06:42:00,2018-06-19 16:34:55,2018-07-16 00:00:00
0e0b2c3867ebecdb54f64e443e7f1921,8cb3cf719a82ef35da063198b29ae4a3,delivered,2017-11-06 14:37:36,2017-11-08 03:50:21,2017-11-10 20:28:33,2017-11-23 15:04:51,2017-11-30 00:00:00
94392cf6467d0d71ec5fcab718cf3094,d20b51ca1b75f352d433945310a4d92f,delivered,2018-01-05 22:22:05,2018-01-05 22:32:28,2018-01-08 15:54:42,2018-01-29 18:38:40,2018-02-08 00:00:00
1e1f2f647008bb63f8fb6cfe18d64467,fb07a605560bc106800598d5f35f408f,delivered,2017-12-21 17:03:45,2017-12-22 02:51:16,2017-12-22 19:42:34,2018-01-04 17:33:48,2018-01-24 00:00:00
d8aa886bfa7d140c2ec1c7f9a310e007,ad30e92f85cdcc70fe82d0b048915ead,delivered,2018-06-03 19:41:06,2018-06-03 19:55:18,2018-06-21 14:04:00,2018-07-11 17:08:32,2018-07-16 00:00:00
57c8b21903ac8ad8de52488bbb4ada7b,dff7d214d0b7746cf254bddfb43add02,delivered,2017-11-25 08:13:21,2017-11-25 08:29:55,2017-12-07 23:48:51,2018-01-17 23:07:14,2017-12-20 00:00:00
5480f040b65927b72574473cce844a76,3ae0ee80becb5e9de195f3cdd8487ebb,delivered,2017-08-30 17:53:35,2017-08-30 18:07:47,2017-08-31 19:32:28,2017-09-11 20:29:52,2017-09-21 00:00:00
c2544ad612ec331d963be4a4daa7fcfc,b268920db89279bdd95a06d4e5c703b1,delivered,2018-08-22 18:20:04,2018-08-22 18:30:13,2018-08-23 15:05:00,2018-08-24 19:31:48,2018-08-27 00:00:00
2124d1e1d8114cf8b7637b46d40ce9c2,3f56c3e805e0659f2691c78f4997c86c,delivered,2017-10-15 15:27:23,2017-10-15 15:49:08,2017-10-18 21:47:45,2017-10-19 21:47:41,2017-11-06 00:00:00
0084209c576daad6ff4534902fcb4892,7bfe2d37d3643c4bd9fe6fd5c4228d0e,delivered,2017-07-05 13:14:26,2017-07-05 17:41:17,2017-07-06 15:29:25,2017-07-18 12:34:02,2017-07-27 00:00:00
23c9d37f66d443b16767321d11d70821,c0c87406b399231a6da7f06fa1a14c8d,delivered,2018-01-16 16:45:04,2018-01-18 02:12:50,2018-01-20 00:14:42,2018-01-29 21:08:52,2018-02-06 00:00:00
77c820f0779ad518a4a2c6ddba08477c,826edf98e54310d36fac3342e624dab7,delivered,2017-10-17 23:40:33,2017-10-17 23:49:42,2017-10-19 23:13:32,2017-11-13 19:42:08,2017-11-21 00:00:00
1726692d7d3bf55b3bf72214ed9e6f7e,693d02fe5397d7acda742a75d955610e,delivered,2017-02-04 13:00:52,2017-02-04 13:15:12,2017-02-06 14:17:36,2017-02-08 14:05:10,2017-03-01 00:00:00
4ee7221f81fc4aa1e0324dac310f87b6,efacbeaf5e411d722010d0b8a4ba859a,delivered,2017-09-25 19:54:39,2017-09-25 20:07:14,2017-09-26 20:57:40,2017-09-29 21:14:08,2017-10-20 00:00:00
81d52605792f2c2b77cef8c1023ea1e5,9dbc089a544895189a7842dc0a35aba0,delivered,2018-05-01 14:16:45,2018-05-01 14:34:10,2018-05-02 10:20:00,2018-05-10 22:32:41,2018-06-04 00:00:00
9d9551f39ab1dfc1287b84fe2da6f55f,6955b02fbb91a54af55310ac2ce3b3c3,delivered,2018-06-26 10:41:19,2018-06-26 10:58:08,2018-06-26 14:44:00,2018-07-02 20:26:52,2018-07-23 00:00:00
6dfff5dc8b9368cf190410e804128695,eab5e0e258310f3454b56e95368ad183,delivered,2018-02-16 01:01:23,2018-02-17 03:47:56,2018-02-19 15:52:57,2018-03-13 00:29:47,2018-03-19 00:00:00
48726972f0153574d5167b2db56f5464,8f4412b49832686551c68d31db32e3fb,delivered,2018-01-03 19:54:33,2018-01-03 20:06:38,2018-01-10 23:10:24,2018-01-22 20:45:26,2018-01-29 00:00:00
709503c0d4ce76c2fdb6627c0ca8738a,57b74a2a339ded39c128788bec370de7,delivered,2017-04-11 22:01:04,2017-04-11 22:15:15,2017-04-12 11:51:10,2017-04-25 11:28:06,2017-05-09 00:00:00
bd67f781813f153083d633f8c81d0820,d7e165ba90f233742894011d725448c1,delivered,2018-01-19 14:58:55,2018-01-19 15:13:01,2018-01-22 21:21:52,2018-01-29 14:47:42,2018-02-16 00:00:00
dee8d1d83278b2ec6e50c6472cd24c81,baa484e36b520c9d8931adc896ebc1c8,delivered,2018-04-05 20:25:28,2018-04-05 20:35:21,2018-04-09 15:52:10,2018-04-17 16:32:44,2018-04-30 00:00:00
4ef685e6dcade551ce14cb3783ca664d,0e8e2f7bf1242ec3421144a8c8c5128e,delivered,2018-01-23 21:03:23,2018-01-23 21:20:22,2018-01-24 18:22:57,2018-02-23 01:17:38,2018-02-16 00:00:00
b79c572e995becc5a19efc2e211b5742,2da80b9d24204c38f09c8bfdb0e3b0b6,delivered,2018-04-24 10:27:53,2018-04-24 18:27:56,2018-04-25 14:42:00,2018-04-30 18:02:58,2018-05-21 00:00:00
0ed1446f58635d09909c65b72da38267,075622c9aca77c074c5b0bfff0dd8957,delivered,2018-08-08 18:12:16,2018-08-08 18:25:10,2018-08-09 14:38:00,2018-08-14 21:32:50,2018-08-24 00:00:00
ea2885f040ff7729e3d94488802e2917,667851f75c78e125a443fece275f310b,delivered,2018-05-12 17:27:38,2018-05-13 17:33:36,2018-05-14 13:57:00,2018-05-17 17:18:48,2018-06-19 00:00:00
e97c5b2fbc059aff15280edf4ff75dab,096998a766ecdf5781ac34029965b83f,delivered,2017-08-15 17:31:14,2017-08-16 03:30:23,2017-08-16 17:07:46,2017-08-17 15:39:38,2017-08-28 00:00:00
bc14a141bbb47b18a33d0a1747cab119,80cd6471cc015cdc037bb17791e1ccc6,delivered,2018-08-17 09:51:45,2018-08-21 04:55:38,2018-08-21 15:54:00,2018-08-24 17:33:37,2018-08-28 00:00:00
60e973e2a18fd001d175e5bdd83a2e2f,b58fbf23126951dc9923dac0a51e0dbe,delivered,2018-04-20 17:07:28,2018-04-24 18:13:25,2018-04-24 18:18:39,2018-04-27 18:58:40,2018-05-17 00:00:00
bc14a141bbb47b18a33d0a1747cab119,80cd6471cc015cdc037bb17791e1ccc6,delivered,2018-08-17 09:51:45,2018-08-21 04:55:38,2018-08-21 15:54:00,2018-08-24 17:33:37,2018-08-28 00:00:00
80128feb8f15a7ebaa8371aa0a718604,35026c49c3db4516456765fc5df0bcff,delivered,2018-02-14 17:52:02,2018-02-16 07:55:44,2018-02-16 20:59:14,2018-02-26 18:22:25,2018-03-07 00:00:00
9a7fc3b0802afc9b2b46c1e2f323a738,c3860745545e4c4f20c349a4dac765a5,delivered,2018-07-19 11:12:30,2018-07-21 03:30:17,2018-07-24 13:58:00,2018-07-31 18:22:49,2018-08-16 00:00:00
b85a7527aeed7648354efec94c8db7fd,d9c2e17e0fbeebd71fa661d9d6bf65bf,delivered,2018-02-22 17:42:15,2018-02-22 17:55:50,2018-02-23 22:59:33,2018-03-13 11:46:47,2018-03-21 00:00:00
ff564b0dff20427ba484d7e2efe7e7e5,632e2539c6f66f8a0f559f450d24fb5a,delivered,2017-09-14 12:02:08,2017-09-14 12:15:12,2017-09-18 22:38:00,2017-09-27 19:36:44,2017-10-06 00:00:00
110bb98db579131adc6f4d8bbd97c673,28b81bdab1b97c8081cdd453dbef9778,delivered,2018-06-17 11:30:39,2018-06-17 11:54:01,2018-06-18 12:03:00,2018-06-19 18:38:50,2018-06-28 00:00:00
baad5004c5d12ad2ed5467f21914396b,16fd28bae68d51e34f732ae6d1337918,delivered,2018-01-29 10:54:36,2018-01-30 04:31:05,2018-01-31 22:48:12,2018-02-14 23:53:36,2018-02-20 00:00:00
ff1a118ab3b997d4c3f8ffad8e6734b8,2e784ffd9a6730c4637b4d1f088f9172,delivered,2017-06-15 09:34:03,2017-06-15 09:45:16,2017-06-16 14:09:41,2017-07-05 14:17:46,2017-07-10 00:00:00
bbb45005fd322e2f3349b9b764a34d50,d74286e9f56b6926ec98bee130a867b6,delivered,2018-01-09 08:50:14,2018-01-09 09:08:28,2018-01-09 23:57:43,2018-01-10 20:43:13,2018-02-09 00:00:00
1fc147ecded099d8acf876cfaf66f731,ec7234ad72696a39eb528dc1720a962f,delivered,2018-06-18 11:55:25,2018-06-20 02:37:51,2018-07-04 11:37:00,2018-07-24 21:48:47,2018-08-07 00:00:00
4e5a9a16a51f946e82d4922064b9bd96,2e552907be728e91fb7033c374a4facc,delivered,2018-03-29 14:03:06,2018-03-30 23:07:59,2018-04-02 22:38:32,2018-04-11 19:42:05,2018-04-18 00:00:00
7122fa45d10437278bab815f67002798,f041c33fa5c382bf3eb1433270778594,delivered,2017-02-20 21:44:03,2017-02-20 21:55:11,2017-02-22 05:15:33,2017-02-23 11:30:12,2017-03-17 00:00:00
3ba7bbd7b7686df219611578ece6918c,f3dfadecc341dcdcb6c252a55192041c,delivered,2018-06-23 08:11:51,2018-06-23 08:35:04,2018-06-26 14:30:00,2018-06-27 19:51:00,2018-07-13 00:00:00
14e4ba20c3a5b38de7c1e5edab904bf9,ee62bc8402e533e9711aa2f3d56f4b0c,delivered,2017-07-14 09:20:21,2017-07-14 09:43:48,2017-07-18 16:14:58,2017-07-26 18:18:01,2017-08-08 00:00:00
09ff646bb8e18894b907e5b76f5fca59,08ba3f633e08284c827e14b9700d8949,delivered,2017-09-09 03:20:20,2017-09-09 03:36:47,2017-09-12 12:38:51,2017-09-20 19:14:04,2017-09-27 00:00:00
98de0bad1834d3a90eb4180333a4fd2d,ced61c5cb8db0e02a11af8e5a2f3deea,delivered,2017-11-12 21:29:12,2017-11-14 03:50:33,2017-11-14 22:52:50,2017-11-17 18:31:49,2017-12-01 00:00:00
a0a61328bad595cbe8e180cc3cdd4ced,438488a4ee40335948e2e3f5cfc74111,delivered,2018-03-13 17:47:54,2018-03-13 17:55:44,2018-03-14 21:35:43,2018-03-16 22:52:02,2018-03-26 00:00:00
adf1d1f9f725c103056bae5f78d77513,e7aa8f71ce6a66684f90103ab313cfd1,delivered,2017-10-13 15:32:47,2017-10-17 03:56:32,2017-10-19 15:48:57,2017-10-25 21:04:41,2017-10-31 00:00:00
661e075fa45fa4a73a79dd6972bce18b,0b325ef40af7bb04108befbdcc9b224c,delivered,2017-02-09 11:01:15,2017-02-09 11:10:17,2017-02-09 16:08:35,2017-02-15 11:54:38,2017-03-13 00:00:00
92be217451e443e50d816ab21286d00d,55fc561cdd959beb7c1b679f4f42c732,delivered,2017-09-06 12:30:18,2017-09-06 12:45:18,2017-09-08 17:10:15,2017-09-13 20:17:37,2017-09-25 00:00:00
e8a8ff2fda1e5eeeed6e56a9a882f648,86eb5f9093235e1e5e2f6db715b98ac8,delivered,2018-05-30 15:58:17,2018-05-30 16:16:36,2018-06-02 08:57:00,2018-06-19 18:22:28,2018-07-17 00:00:00
57a82f32fdb1ce036662861d8dbb6a6b,58583807f8901eeed0810e81d58428fa,canceled,2017-11-20 21:36:39,2017-11-20 21:47:03,,,2017-12-01 00:00:00
fb35078c4e6b1e02054bbc697aea411f,1ad3986272341934a66dc1ba2f26c752,delivered,2018-02-25 17:01:29,2018-02-27 04:31:06,2018-02-27 21:13:57,2018-03-16 13:36:48,2018-03-28 00:00:00
808a117545d27f5c0ea7cad158f70600,6899257ef9335343fd6eaa0daa8c52a8,delivered,2018-07-29 12:54:54,2018-07-30 19:32:09,2018-07-31 14:07:00,2018-08-06 21:38:35,2018-08-16 00:00:00
93afe3c6fc66e7f50b000e621fa6fa49,c0757f19964e56c02b05e41d1ea20879,delivered,2017-11-22 16:58:38,2017-11-22 17:11:28,2017-11-23 17:12:42,2017-11-27 19:27:07,2017-12-15 00:00:00
1873fcb129d137537b45d35990b5d734,1ff886d030252e3a0b3a86d4cbfb3503,delivered,2017-05-01 20:29:52,2017-05-01 20:45:08,2017-05-03 15:37:12,2017-05-16 07:47:49,2017-05-24 00:00:00
f041636b56e76b6320b39db6f42a9eeb,2f9504882f2ded2fd6c1230a7ca59721,delivered,2017-11-13 11:22:05,2017-11-13 11:35:26,2017-11-16 21:02:43,2017-11-29 18:03:12,2017-12-12 00:00:00
c2544ad612ec331d963be4a4daa7fcfc,b268920db89279bdd95a06d4e5c703b1,delivered,2018-08-22 18:20:04,2018-08-22 18:30:13,2018-08-23 15:05:00,2018-08-24 19:31:48,2018-08-27 00:00:00
b74bc3b933611bea834fda513928328e,d9e02253975d2de2009e95eb19bd9681,delivered,2018-01-29 13:36:45,2018-01-29 13:57:08,2018-01-30 20:38:00,2018-02-08 20:52:38,2018-02-20 00:00:00
e6878ac5a9f0035c1d0a4e3310abe17c,face248ece2a747c58f14eb3d1ada150,delivered,2017-12-13 14:21:19,2017-12-14 02:16:24,2017-12-15 16:35:26,2017-12-27 16:38:57,2018-01-15 00:00:00
41906ad47e1e6076348bfe935ed5e01d,1026e80aea584174e8e7d1fd6717e87a,delivered,2018-01-08 14:42:31,2018-01-08 14:54:23,2018-01-09 10:54:11,2018-01-22 17:09:30,2018-02-09 00:00:00
7683e28d403c6a04e30902e9e415eec8,856d198a0f044d71737a4f922b50b0f8,delivered,2018-05-04 15:38:57,2018-05-04 15:55:22,2018-05-08 15:46:00,2018-05-14 15:54:50,2018-06-04 00:00:00
f26f902bdbbc733c04384af07f954c19,e04fc9722632182bd8740b612e764f2f,delivered,2018-08-20 14:25:47,2018-08-20 16:15:30,2018-08-22 12:48:00,2018-08-24 23:18:57,2018-08-24 00:00:00
1cbcd6f5fd482df88073ad0e5a411b39,8697c05aef3093605f0667354b8c7769,delivered,2017-03-22 11:40:21,2017-03-22 11:40:21,2017-03-23 11:08:55,2017-03-28 14:06:52,2017-04-12 00:00:00
ab6087eb8ea6d8f8a36d6e787567bc64,955719867f907f671d614150a5436c10,delivered,2017-08-17 20:12:07,2017-08-17 20:55:15,2017-08-21 20:17:44,2017-08-29 18:16:09,2017-09-13 00:00:00
3eedc4839b9894c9cf39f1893b3169e9,53970e844c3e666d2eb588000127a4fd,delivered,2017-05-25 11:22:02,2017-05-25 11:30:08,2017-05-30 10:32:24,2017-06-05 13:56:10,2017-06-14 00:00:00
2ff04f721a0ccf086506b4ba443d924a,4e2c2516338a95c5199f59106b5c79c3,delivered,2018-08-12 13:52:05,2018-08-14 04:24:29,2018-08-14 15:34:00,2018-08-17 22:20:57,2018-08-24 00:00:00
393e604943de623d0c4d474259214378,10bb4c6dde360660c6c9c841cb172580,shipped,2018-02-23 13:07:38,2018-02-23 13:29:37,2018-02-28 22:14:16,,2018-04-03 00:00:00
e2ae0065226927a2f9a53f2f05b12c72,17e8bd2e948117e1412cada1efec067a,delivered,2018-07-02 20:31:39,2018-07-05 16:14:52,2018-07-17 10:28:00,2018-07-24 00:21:52,2018-07-27 00:00:00
98de0bad1834d3a90eb4180333a4fd2d,ced61c5cb8db0e02a11af8e5a2f3deea,delivered,2017-11-12 21:29:12,2017-11-14 03:50:33,2017-11-14 22:52:50,2017-11-17 18:31:49,2017-12-01 00:00:00
d2292ff2201e74c5db154d1b7ae68cbb,53a400fdb22676639e4cbf33197e2a6e,delivered,2016-10-04 16:05:29,2016-10-06 15:59:12,2016-10-21 14:23:38,2016-11-03 10:08:51,2016-11-24 00:00:00
96ed1598c0605903e3a112a907f54700,25a3a47970e525f12550605082758b98,delivered,2017-11-18 22:11:10,2017-11-21 04:06:32,2017-11-22 16:57:06,2017-11-30 23:58:47,2017-12-07 00:00:00
63be17dc5497f1941b4d15f7be530387,884a2e9a1b0c6fd2d9011ee7b4cbf21a,delivered,2018-02-17 16:39:55,2018-02-18 16:35:23,2018-02-19 19:57:02,2018-04-10 21:51:39,2018-03-21 00:00:00
7ced17eac048bb56b535174eae0bcb7d,c85bb283fa5d77323cdbeb754b936e99,delivered,2017-05-06 17:47:06,2017-05-06 17:55:19,2017-05-09 15:21:06,2017-05-22 17:36:57,2017-05-31 00:00:00
afcf3863fcb506587dd64998940c5785,0980d1bf97df05137f76ff388b1b2ec9,delivered,2018-05-18 09:43:47,2018-05-19 03:38:38,2018-05-21 13:59:00,2018-06-07 16:38:35,2018-06-12 00:00:00
5b8e4e84a2e2822c4a1e704ef4b20f92,b955b2fb6c219be7ae9be4de79f310fc,delivered,2018-06-06 10:57:16,2018-06-06 20:34:24,2018-06-07 09:03:00,2018-06-11 15:03:10,2018-07-13 00:00:00
2519026edcd7320570b0aa09727ed70f,f94425245e3774567effcd6ee149f770,delivered,2018-01-17 08:56:52,2018-01-18 02:13:06,2018-01-19 01:09:32,2018-01-26 22:53:02,2018-02-09 00:00:00
d08af97946f43d83db8dfda3f21dfc94,170de57eb76b3ff6a2badb236c0afa5f,delivered,2018-04-24 02:19:18,2018-04-24 18:53:46,2018-04-25 16:07:00,2018-05-03 19:28:49,2018-05-25 00:00:00
0ba2bc78c04f47c4757a465b7d7e4f79,8718f740a7d11ad0180de2f7b625c7da,delivered,2017-12-06 21:43:24,2017-12-06 21:52:55,2017-12-13 17:38:35,2017-12-19 17:32:27,2018-01-03 00:00:00
ffc2926aeab97ab6dc7585276c9b9371,d75338bef05f07c317d8285a806ff68e,delivered,2018-04-13 09:29:56,2018-04-14 02:30:57,2018-04-19 23:46:30,2018-04-25 14:52:17,2018-05-10 00:00:00
98c9c5c7df242bfccd1ad3510eff89f2,2879df7ed1e90a3f0bad2a69eaa904ba,delivered,2018-02-02 16:45:13,2018-02-02 17:43:16,2018-02-05 16:07:45,2018-02-20 17:22:10,2018-03-01 00:00:00
9c7da05dae70be359391ea6cd8790045,934193e1fd8122b3380fe12dd0807ad7,delivered,2017-07-27 11:19:48,2017-07-27 11:37:09,2017-08-04 18:27:06,2017-08-16 11:19:59,2017-08-30 00:00:00
bd1d2815016a0d22c926101c1c99d140,d520089f0783d83ef336bd06aa8923f9,delivered,2017-08-24 20:39:03,2017-08-26 02:16:19,2017-08-28 16:56:30,2017-09-06 14:39:59,2017-09-26 00:00:00
bc14a141bbb47b18a33d0a1747cab119,80cd6471cc015cdc037bb17791e1ccc6,delivered,2018-08-17 09:51:45,2018-08-21 04:55:38,2018-08-21 15:54:00,2018-08-24 17:33:37,2018-08-28 00:00:00
fa099a53d48227d20d9eb52f139a6d8c,e50c59f4bada8680913f519f6f104e06,delivered,2017-09-12 11:22:56,2017-09-12 11:38:32,2017-09-18 23:49:50,2017-09-27 21:21:33,2017-10-09 00:00:00
4dca9eeee0f0444664e0bb2522fea8c9,ef9ef05d74ccfb0d256e22fcfce20a03,delivered,2018-06-17 22:34:48,2018-06-17 22:58:53,2018-06-18 10:55:00,2018-07-03 17:05:11,2018-07-18 00:00:00
92a327e7271313540958cf048ff5c2cd,d0c71544b9d999fd56911fbce19fb35b,delivered,2018-06-14 15:23:38,2018-06-14 15:38:52,2018-06-14 15:41:00,2018-06-18 20:48:48,2018-06-29 00:00:00
fc3eb1dcbbc011d4693b4efc280fc462,8ead9cc614e48a395252b1825a9bbe71,delivered,2017-09-30 02:38:39,2017-09-30 02:56:07,2017-10-02 20:49:59,2017-10-05 21:35:53,2017-10-25 00:00:00
58a1e508f021717acbcf12f9f328f497,9551c9f70be99f31e88354c565e543f0,delivered,2018-01-15 23:15:27,2018-01-15 23:29:51,2018-01-17 21:04:27,2018-01-27 12:38:43,2018-02-16 00:00:00
c9d576bba5cffe5797794e2a5ff5d70b,a170300e0506e2e9660c4bbd3f4149a7,delivered,2018-01-30 21:30:05,2018-02-01 02:35:39,2018-02-02 21:32:51,2018-02-14 20:59:06,2018-03-06 00:00:00
028e37ed7cdd54ad41506f61df708cf9,5bbc72ac56e6c2d61f23a8a91a6ceac6,delivered,2018-04-10 16:44:54,2018-04-10 16:55:40,2018-04-11 18:08:43,2018-04-12 18:37:36,2018-04-25 00:00:00
d82ef777bb562af6d9a927bd6f3e7357,a0ed1a42e302ac466ddda7c0496b928a,delivered,2017-09-10 20:14:28,2017-09-12 04:45:57,2017-09-15 19:02:46,2017-09-21 22:12:29,2017-09-28 00:00:00
7ec1b2259b08869d945fd8fd76e8ee2f,4849374c3189ec40c89b978357e07e0f,delivered,2018-04-09 11:56:14,2018-04-09 12:10:31,2018-04-10 16:50:52,2018-04-13 18:21:17,2018-05-02 00:00:00
b4a1c1abe13b0e2adafb21da024cef98,81aef10a9af8f93cbfbf20e884277260,delivered,2017-10-02 21:11:56,2017-10-02 21:28:27,2017-10-04 01:02:54,2017-10-09 16:50:20,2017-10-24 00:00:00
ce96e1f727877ff03577e45707a78265,0a89839c1ac53ef740c64b6ac372e550,delivered,2018-04-13 10:15:50,2018-04-13 10:32:33,2018-04-16 17:54:55,2018-04-23 16:31:59,2018-05-15 00:00:00
bfc2b97037cfb3d63579f4a3f877a912,e1e09210e58d30df8e147c5a53eeaaf0,delivered,2018-04-20 08:09:59,2018-04-20 08:32:37,2018-05-02 15:03:00,2018-05-03 19:36:50,2018-05-04 00:00:00
6c3808960b526766ea7a00ae22c020ab,30475771653cbc88a01817e3af381214,delivered,2018-05-16 09:39:07,2018-05-16 09:57:16,2018-05-21 08:34:00,2018-06-09 15:03:18,2018-06-26 00:00:00
2b9fcc0b86e42aaa05818596c7d9299a,95ac0014a9d1cd441615173651fa0a1d,delivered,2017-11-16 17:00:37,2017-11-18 02:49:04,2017-11-21 22:35:43,2017-12-01 21:29:33,2017-12-18 00:00:00
13e22fa9743822ef30f7e3bdcfff69ee,5771758fad047028c6b772fe0adffced,delivered,2018-07-22 14:04:41,2018-07-24 11:31:40,2018-07-25 12:57:00,2018-07-28 16:39:30,2018-07-31 00:00:00
c40ef1f09f4ba772a63865df0274f6b8,910061024aad54e0227ec718b29297e6,delivered,2017-03-08 16:06:00,2017-03-08 16:06:00,2017-03-10 04:43:45,2017-04-07 12:23:52,2017-04-10 00:00:00
0f4fb5e0b20cdd9ef2fe37b2627f2cfe,1f3d03a5979d8a4cb8858252df331d14,delivered,2018-05-16 22:06:09,2018-05-16 22:34:34,2018-05-17 14:33:00,2018-05-18 15:51:36,2018-05-28 00:00:00
53ec23d3e71b749fd840c22675065007,8338b4460e3b0a968cafd391715d6ae4,shipped,2018-07-10 21:19:18,2018-07-10 21:35:18,2018-07-12 15:13:00,,2018-08-10 00:00:00
1b2b354adeb38c1c308c915faf7d3288,b0962c45b3881a52d605fe965ca9a776,delivered,2017-08-30 09:33:21,2017-08-30 09:45:15,2017-08-31 19:32:28,2017-09-04 20:51:33,2017-09-19 00:00:00
