,completeness_score,consistency_score,uniqueness_score,validity_score,accuracy_score,conformity_score,timeliness_score,integrity_score,schema_match_score,format_compliance_score,outlier_score,quality_score,quality_class
17,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
18,0.7857142857142857,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9335794542536116,HIGH
19,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
20,0.9285714285714286,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9621508828250402,HIGH
21,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
22,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
23,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
24,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
25,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
26,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
27,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
28,0.7857142857142857,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9335794542536116,HIGH
29,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
30,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
31,0.9285714285714286,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9621508828250402,HIGH
32,0.9285714285714286,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9621508828250402,HIGH
33,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
34,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
35,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
36,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
37,0.7857142857142857,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9335794542536116,HIGH
38,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
39,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
40,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
41,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
42,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
43,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
44,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
45,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
46,0.7857142857142857,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9335794542536116,HIGH
47,0.9285714285714286,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9621508828250402,HIGH
48,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
49,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
50,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
51,0.9285714285714286,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9621508828250402,HIGH
52,0.9285714285714286,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9621508828250402,HIGH
53,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
54,0.7857142857142857,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9335794542536116,HIGH
55,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
56,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
57,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
58,0.7857142857142857,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9335794542536116,HIGH
59,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
60,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
61,0.9285714285714286,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9621508828250402,HIGH
62,0.7857142857142857,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9335794542536116,HIGH
63,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
64,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
65,0.9285714285714286,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9621508828250402,HIGH
66,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
67,0.9285714285714286,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9621508828250402,HIGH
68,0.9285714285714286,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9621508828250402,HIGH
69,0.7857142857142857,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9335794542536116,HIGH
70,0.9285714285714286,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9621508828250402,HIGH
71,0.9285714285714286,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9621508828250402,HIGH
72,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
73,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
74,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
75,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
76,0.7857142857142857,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9335794542536116,HIGH
77,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
78,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
79,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
80,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
81,0.9285714285714286,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9621508828250402,HIGH
82,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
83,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
84,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
85,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
86,0.9285714285714286,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9621508828250402,HIGH
87,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
88,0.8571428571428571,1.0,1.0,1.0,0.8643659711075441,1.0,0.8,1.0,1.0,1.0,0.9463171036204744,0.9478651685393258,HIGH
